ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
102,35,33569,596,0,1,9,37172,48,0,0,0,212,0.2629147472900452,3,0,0.0325882994284799,0,3,0,20,8,2103,12534,56452,23346,2797.4166666666665,0.7067858949522561,6,33106,0.234172,0.2245695694108283,1180.3849642470652,0.4977395683804934,52.0,0
103,30,94238,608,0,1,6,15917,36,1,3,2,203,0.1643775271640669,3,2,0.4589280817317269,0,3,0,23,2,3382,7940,54668,13137,7853.166666666667,0.6076754325693814,3,41531,0.1969169999999999,0.1876325332493067,581.5503891626953,0.099902424393051,44.0,1
104,38,45145,587,0,1,17,11431,48,0,1,0,879,0.1261249456996093,5,0,0.2974102492388263,0,2,0,27,24,7060,2678,119670,26515,3762.0833333333335,0.9581471730380612,9,93155,0.212931,0.196131632018912,345.4978468657514,0.3254839774590545,40.0,1
105,44,70881,597,0,4,23,34590,48,0,0,3,324,0.30403187309642,1,1,0.117077159340471,0,3,0,22,19,2050,1136,3628,21804,5906.75,0.7870640617697736,8,1188,0.23109,0.2141664978094515,1078.8701894649091,0.2375028889770024,50.0,0
106,62,105240,656,0,0,39,13937,108,3,3,0,391,0.2489745651437896,6,2,0.1983002305886784,1,3,0,32,26,1960,2516,62442,28628,8770.0,0.96470514370327,4,33814,0.230937,0.2297078574766258,306.3041270938386,0.0795101627244969,55.0,0
107,42,63709,517,2,1,18,22221,48,2,0,0,623,0.2838588898758306,2,3,0.4732130443935223,0,0,0,41,18,3930,136,80888,12851,5309.083333333333,0.6208073821759903,3,68037,0.258721,0.2654236406441723,756.0285458271679,0.2597488981137047,57.0,0
108,43,31713,487,1,1,18,38865,48,1,1,3,314,0.2499556834175538,2,3,0.6010572141517163,0,0,0,20,6,395,231,49718,43113,2642.75,0.9786517361897752,3,6605,0.290365,0.2864304610851083,1368.8672558289884,0.6367863989514666,64.0,0
109,39,29900,536,0,3,17,23396,72,2,3,0,589,0.1038206712651684,3,0,0.1858154591411437,0,1,0,28,4,470,2353,23801,36682,2491.6666666666665,0.9365135983784778,6,2585,0.2703959999999999,0.2994520375102945,703.022859665007,0.51853760254114,54.0,0
110,18,87673,608,0,4,0,10667,72,2,3,0,725,0.2219630213117185,4,0,0.3856831470770867,0,0,1,23,19,1134,551,71561,5492,7306.083333333333,0.7363489048266613,5,66069,0.221667,0.2400203909193612,280.84150732555884,0.1376717813683426,43.2,1
111,39,55454,565,1,1,16,35551,36,1,3,0,1206,0.2406738956667675,5,0,0.5263880901334251,0,0,0,22,13,4159,1098,33268,27329,4621.166666666667,0.9733609129905876,4,5939,0.2380509999999999,0.2541482188827534,1421.3129304334127,0.5685388820500045,61.0,0
112,40,40722,558,0,3,18,31637,120,1,2,2,269,0.1727113925422437,5,2,0.1438867784578108,0,0,0,22,9,9140,398,141270,20184,3393.5,0.8019917617833859,4,121086,0.307637,0.3027985474321377,840.5550282755453,0.326964793951833,47.0,0
113,69,76571,680,0,4,49,34173,48,1,1,3,407,0.1586768373024463,7,2,0.216618899532913,0,3,0,20,3,2220,3117,78008,5915,6380.916666666667,0.959075228326481,7,72093,0.189173,0.1911275958480552,1023.8112085485172,0.2242328623445195,46.0,0
114,37,22901,525,0,4,14,18493,48,1,2,3,288,0.0859222327796731,1,1,0.2641119559708486,0,0,0,25,6,3120,3491,99630,10098,1908.4166666666667,0.9247388971617914,3,89532,0.250993,0.2534033093899361,616.690288339272,0.4740528125440489,53.0,0
115,43,49421,609,0,1,21,17161,72,1,3,1,438,0.3621156053362238,3,4,0.2587870541153639,0,1,0,21,8,10050,1546,17627,40586,4118.416666666667,0.8538435594219569,8,9540,0.227661,0.2580680759549189,470.8010353828341,0.2206675790573644,51.0,0
116,39,43507,611,0,0,16,31845,48,0,3,3,544,0.3749899526791381,4,2,0.0847899222421028,1,3,0,32,15,1192,5407,30751,34764,3625.5833333333335,0.7286152906659061,7,6480,0.221345,0.2656139999999999,1083.810065641057,0.448978803128064,60.0,0
117,25,41402,572,0,2,4,25900,36,1,4,0,419,0.1113135565726894,2,2,0.0923347235350403,0,3,0,29,21,9920,6772,36312,37402,3450.1666666666665,0.729440679148017,6,4623,0.2249,0.2377350219528855,1013.0533057953522,0.4150678631356994,50.0,0
118,53,37405,626,0,3,30,15770,48,1,0,0,442,0.2279538059258588,3,0,0.2996445580910432,0,1,1,22,19,14266,762,15028,29045,3117.083333333333,0.8538652603658562,3,4530,0.19777,0.2061054309744192,485.0316359934904,0.2974035458340298,56.0,0
119,49,48399,564,0,1,29,19629,48,2,0,3,346,0.2845530444179331,6,1,0.2145117695194217,0,3,0,18,19,993,1120,91813,16583,4033.25,0.8816550375388991,1,75230,0.232629,0.264095005853557,666.3672618766681,0.2510053336333399,51.0,0
120,49,44775,574,0,3,28,20270,48,0,4,0,228,0.1537465730129016,3,0,0.1961324000931501,0,2,0,28,7,3070,1348,31257,64801,3731.25,0.84456748953186,5,8511,0.22827,0.2196043266803594,638.1928593137129,0.2321454899333234,51.0,0
121,29,125711,580,0,0,7,12133,48,3,0,2,543,0.4563506459374977,3,1,0.2147964982057931,0,3,0,20,20,16833,1592,18425,10411,10475.916666666666,0.7066975949742867,5,8014,0.217133,0.2181261203260186,381.0299962124382,0.0882051686371857,40.8,1
122,56,15131,634,0,4,30,25599,48,1,2,3,351,0.2426003682938966,1,1,0.3810705651994572,0,3,1,25,5,2458,2915,73848,15145,1260.9166666666667,0.778020135748182,7,58703,0.203599,0.2283225931236707,818.1347930558546,0.9272101987092892,59.0,0
123,23,73576,603,0,1,0,12055,36,1,2,1,491,0.010550359397377,8,0,0.24930210540325,0,2,0,26,1,1924,600,50167,59651,6131.333333333333,0.7665230614013436,5,4647,0.195555,0.1754386463723086,433.0636692410553,0.1507116998870917,41.6,1
124,47,50345,602,0,1,22,18805,48,1,1,0,441,0.4682993166153103,2,1,0.0879305410086949,0,3,0,24,1,13605,785,50714,3537,4195.416666666667,0.5794889302075689,3,47177,0.212805,0.2324865552985765,605.2927055520034,0.2493894620443746,52.0,0
125,66,56816,669,0,0,41,20719,12,2,2,0,288,0.3201989296751192,4,1,0.0764620140703347,0,0,0,28,27,8124,705,636666,14955,4734.666666666667,0.7062527329182626,6,621711,0.151219,0.1394149509329506,1859.728992378859,0.4536177821132481,28.8,1
126,28,34588,621,0,4,0,18962,48,2,0,0,444,0.2153448383537081,4,0,0.2816647708675246,0,1,0,36,1,8955,256,89846,11153,2882.333333333333,0.6647634811526894,3,78693,0.203462,0.2409475521345167,619.1897311280587,0.3688642527332226,52.0,0
127,33,55383,565,0,0,10,9093,48,1,3,2,419,0.3080942448964131,4,0,0.0936257148249453,0,0,0,18,21,6607,1948,13714,6183,4615.25,0.6376914646557146,2,7531,0.2215929999999999,0.2329611404795455,292.9212284818008,0.1542540985822655,40.0,1
128,41,65180,551,0,3,16,15086,72,1,2,0,323,0.2629592287911378,1,0,0.1893285066405936,0,1,0,24,26,562,1662,64928,61849,5431.666666666667,0.5761223937843625,7,3079,0.254586,0.2326246575872104,390.4395277269173,0.1313481793912704,40.0,1
129,33,15000,523,0,1,8,13879,60,1,2,3,248,0.258464995124704,2,2,0.3668960471331983,0,0,0,29,13,12973,290,27247,5651,1250.0,0.7785983863246368,2,21596,0.257379,0.2690634753047489,423.0232759033748,0.5368186207226998,56.0,0
130,21,149736,560,0,0,0,27917,48,1,0,2,604,0.3076271019395862,1,0,0.3647327710678125,0,0,0,27,9,3003,2256,290530,10999,12478.0,0.8278309677340422,6,279531,0.242917,0.2082644425030576,861.8653947452472,0.1174759893208244,37.6,1
131,40,42717,585,0,3,14,41561,24,0,3,1,326,0.3800835716089359,2,1,0.252630803759783,0,3,0,21,24,489,759,48731,10782,3559.75,0.6584504522019998,3,37949,0.2240609999999999,0.2140001983452904,2143.813798122449,0.6938166438998383,53.0,0
132,27,66417,590,0,4,5,9493,48,1,3,0,408,0.644568842556894,3,1,0.1906296164057773,0,3,0,27,17,2012,1060,112110,24837,5534.75,0.7588609525120575,9,87273,0.209493,0.1919831119533875,284.8361861202966,0.1251793100176695,40.0,1
133,45,22121,602,0,1,23,18805,60,0,3,1,250,0.2210274421152772,0,2,0.0641242479182796,0,3,0,32,12,667,2669,63386,7364,1843.4166666666667,0.9867449095215128,2,56022,0.2228049999999999,0.2379574379604218,538.7544132243307,0.4278763599607598,47.0,0
134,28,37558,620,0,4,5,18686,60,1,0,3,278,0.1221470589494719,1,1,0.2197450342212391,0,2,0,24,24,4575,1163,9316,17652,3129.833333333333,0.8532237481232183,10,2660,0.213686,0.2277135049624295,524.3153017738612,0.2563444172023625,49.0,0
135,58,134691,621,0,1,36,16421,24,1,0,3,607,0.1916414193207638,1,0,0.169401203082851,0,3,1,28,27,1619,306,48831,27992,11224.25,0.8842708944465567,4,20839,0.180921,0.1980686738965583,834.2114895797027,0.1284015849236877,40.0,1
136,30,33101,539,0,3,7,29824,60,1,0,3,358,0.1847873399309997,3,0,0.1637510519359936,0,2,0,17,19,2548,1004,220116,8784,2758.4166666666665,0.9113831973407766,0,211332,0.265324,0.2389714754694289,856.1962596946144,0.4401786990222462,46.0,0
137,36,44364,439,0,3,10,5538,36,0,1,0,313,0.3314445993974999,3,1,0.3018415197190495,0,4,0,26,12,2471,764,203672,8223,3697.0,0.8680864326045541,7,195449,0.271038,0.2562125018508351,222.0136237945848,0.1447156136853083,40.8,1
138,49,38596,499,0,4,27,13078,36,1,2,1,292,0.148254550452486,1,2,0.3877176939850358,0,1,1,24,23,1121,1118,40099,121827,3216.333333333333,0.8030584112494779,6,4304,0.248578,0.2558993551055523,524.0681505529991,0.2537262360513003,60.0,0
139,25,139954,439,2,3,3,40858,48,2,0,3,293,0.1728898066948234,1,0,0.4489110385391811,0,0,0,28,22,427,1429,51633,5937,11662.833333333334,0.5887569424712554,2,45696,0.316358,0.3124454576901247,1500.8545233870482,0.1538094965534717,56.0,0
140,42,53444,521,2,1,19,16462,60,1,0,1,730,0.3684903388772527,4,1,0.237526015053893,0,0,0,24,12,4608,638,44150,32195,4453.666666666667,0.5809484460351957,7,11955,0.260962,0.2880802820182057,520.6123708999971,0.2808051128433493,55.0,0
141,55,113523,643,0,3,33,10990,60,1,0,2,427,0.3060192614473559,4,2,0.2217120257217952,0,0,0,25,18,4279,2107,130005,17536,9460.25,0.8653741651174964,4,112469,0.19449,0.2038890207086711,293.5510189961893,0.0761661709781654,35.2,1
142,20,31270,581,0,1,1,6624,12,1,1,0,151,0.464867466093846,5,2,0.0920790813606543,0,4,1,27,20,2857,478,78348,31210,2605.833333333333,0.7802279615770682,6,47138,0.181124,0.173323616262346,605.1855616188404,0.2901895343596445,58.0,0
143,42,46717,520,0,3,21,20915,60,0,4,1,616,0.3926780588481041,4,2,0.4418981690673736,0,0,0,25,20,1085,2885,8920,11975,3893.0833333333335,0.9889078460701592,1,3094,0.265915,0.2457024490774915,608.624593648303,0.3145641869935919,57.0,0
144,43,56613,564,0,3,19,25148,36,2,0,0,340,0.5136588368001973,5,1,0.4353465580683332,0,3,0,20,3,4138,1730,226679,47469,4717.75,0.5005037363000974,8,179210,0.228148,0.241327041378289,988.3808662665645,0.2815708476003528,56.0,0
145,49,86882,612,0,1,24,51374,72,1,1,3,380,0.116597619683324,1,2,0.225287112967231,0,3,0,35,19,10374,565,45230,263937,7240.166666666667,0.5470855796326178,8,4755,0.260374,0.2777725883376206,1472.6892010165866,0.2558904078197905,47.0,0
146,25,69876,598,0,0,5,17992,96,2,1,3,545,0.0114707390916024,3,1,0.2581546911234629,0,1,0,31,15,915,506,19626,7056,5823.0,0.8042212823161409,5,12570,0.253992,0.2723052977294854,461.8554917370296,0.1729100964686638,51.0,0
147,24,32582,513,1,1,4,26598,60,0,0,3,231,0.4625920674621868,5,1,0.1466522547528528,0,1,0,24,21,288,1263,32463,10978,2715.1666666666665,0.8519066808790127,4,21485,0.275098,0.2727079521049,816.4890481577511,0.3857918046127621,55.0,0
148,46,101562,612,0,1,23,30836,84,0,3,0,323,0.6055536860613306,6,0,0.1895148847247776,0,2,1,26,14,7528,378,62262,36152,8463.5,0.7734253915833851,5,26110,0.249836,0.236658704709986,754.4015679516308,0.127299765812209,54.0,0
149,43,24611,548,2,1,25,21110,24,1,0,1,489,0.5774590354323942,0,1,0.222317808740061,0,2,0,30,18,10586,1352,190056,20979,2050.9166666666665,0.7565857226468845,5,169077,0.2221099999999999,0.2473423829653818,1123.8598944257246,0.7864092776851285,54.0,0
150,43,22390,594,0,0,21,17603,120,1,1,2,389,0.1581449304593628,3,5,0.3996419437011357,0,0,0,19,23,612,293,24284,46780,1865.8333333333333,0.9182481307609824,3,8633,0.275603,0.2929706681120441,454.9331165012831,0.4523089503356587,55.0,0
151,44,47430,605,0,1,25,32684,60,1,5,0,377,0.6351421226572908,2,0,0.191575883028812,0,1,0,31,17,673,505,57941,32526,3952.5,0.7162418050569915,5,25415,0.235184,0.2323554773523261,925.8059033784632,0.3296156618288332,50.0,0
152,31,57105,500,0,4,6,24760,36,2,3,3,168,0.1222252354768056,2,1,0.3289675827238538,0,3,0,15,20,2593,129,12750,12673,4758.75,0.7130921503679093,6,1632,0.25976,0.2681013306623649,1008.3119297517228,0.2471892681380032,53.0,0
153,42,28751,536,0,1,21,30150,60,1,0,2,343,0.4110981671499558,1,3,0.3386737526920623,0,1,0,19,5,8298,2785,33961,20305,2395.9166666666665,0.8500267069542693,7,13656,0.26715,0.258890881936069,900.7265157618874,0.5191025769240253,59.0,0
154,43,43567,547,0,1,17,17390,24,1,2,0,308,0.1436437837044899,3,0,0.2657086420246948,0,1,0,28,10,12906,4746,131041,11319,3630.5833333333335,0.7653277557835397,3,119722,0.2188899999999999,0.2380168360580599,917.707994966234,0.3376063520461543,48.0,0
155,31,20113,575,0,4,6,27214,36,1,1,2,347,0.2162748337056839,2,1,0.4527286073123595,0,4,0,20,2,4698,1891,99134,46478,1676.0833333333333,0.8050181673943958,1,52656,0.224714,0.2267576093601733,1048.852877752631,0.8328063706573645,60.0,0
156,62,52633,682,2,4,41,13197,120,1,5,2,347,0.2206098600903152,0,2,0.1779702798550773,1,0,0,22,27,4853,730,51962,68554,4386.083333333333,0.7323448370903589,9,6415,0.227197,0.2245547528960111,276.8821426280891,0.1422412880044282,59.0,0
157,45,93617,557,0,0,25,10868,84,2,0,2,826,0.1852083569009087,7,4,0.4673102205493854,0,3,0,18,17,3489,357,79807,54410,7801.416666666667,0.8024603090900825,8,25397,0.257368,0.2468937990250041,272.9321558018385,0.1408631538034978,43.2,1
158,25,34276,574,0,2,3,5163,96,1,3,3,365,0.3068512432051159,3,0,0.1981528554668243,0,1,0,27,26,3141,42,38198,5950,2856.333333333333,0.6432778154586831,6,32248,0.253163,0.2516654856745215,125.3743363618091,0.1716796602970506,51.0,0
159,47,25819,587,1,3,25,12824,36,1,0,3,103,0.6251110136059772,2,2,0.2019140922561381,0,1,0,30,5,1622,1914,63582,13848,2151.583333333333,0.7311656082725878,6,49734,0.204324,0.1821822317409338,465.0233901800585,0.2640025052155661,61.0,0
160,28,72220,546,0,2,5,11336,36,1,1,0,533,0.0749757526584197,2,2,0.0943437121914956,0,1,0,27,28,1517,1581,125642,21847,6018.333333333333,0.8586571733035676,9,103795,0.223336,0.2124214087649371,428.4952003309024,0.1597610413177905,36.0,1
161,49,30032,594,0,3,28,5789,24,2,0,0,148,0.3107083947287454,3,4,0.6043856643408314,0,1,0,32,1,1632,524,87958,20361,2502.6666666666665,0.916058478710454,7,67597,0.1837889999999999,0.1951435199276996,293.2641924268633,0.1763176048588958,61.0,0
162,53,259639,545,0,0,29,39203,12,2,3,3,189,0.4386562711710819,2,0,0.2159059871988357,0,1,0,26,18,21809,322,22131,31385,21636.58333333333,0.6294477479731049,3,2180,0.231703,0.2082674307613362,3647.08023469859,0.1772960256986935,40.8,1
163,30,58238,628,1,4,7,15647,48,1,1,0,770,0.3295258830768796,3,1,0.1772264166734497,1,1,0,31,5,8060,2519,52153,9039,4853.166666666667,0.6520002745778942,4,43114,0.196647,0.1968086253851197,473.4874039847746,0.2562218628355591,64.0,0
164,51,91953,618,0,3,29,21715,48,1,5,3,264,0.2848807974783398,2,1,0.5055457486130079,0,1,0,30,4,2879,4094,33213,16233,7662.75,0.8565896611314722,10,16980,0.207715,0.1910068472786552,650.4353504324093,0.1193351408348712,45.6,1
165,44,22237,609,0,3,23,33644,60,0,1,3,816,0.0834704033900283,3,0,0.4714725437536073,0,3,0,28,21,1967,2124,64119,23197,1853.0833333333333,0.74758521576362,3,40922,0.234144,0.2263112636023082,941.3235674849936,0.948324090921434,54.0,0
166,49,74085,653,0,1,27,36208,12,1,2,1,375,0.2610447149526503,3,0,0.5635651599936462,0,1,0,32,28,2043,15912,70652,75471,6173.75,0.8407513173047919,6,7553,0.174708,0.1710999384947515,3304.2319994015834,0.5959476816200175,52.0,0
167,62,33370,633,0,1,41,18943,24,0,2,3,545,0.5216435101841149,5,0,0.3087013594120962,0,3,0,24,9,966,1022,92153,124204,2780.833333333333,0.8363589085183586,5,10973,0.177443,0.1854112496546378,950.6725134774842,0.5378504693356251,54.0,0
168,37,36562,553,0,3,14,38934,48,1,0,2,782,0.2712565461457211,4,0,0.3734549246387511,0,3,1,26,11,636,1405,2612797,9589,3046.833333333333,0.4920743255317542,4,2603208,0.257434,0.2217851625245951,1230.4340525540445,0.6605002087043524,42.400000000000006,1
169,30,25658,583,0,0,7,6423,36,1,3,2,374,0.1894535547286846,1,1,0.0656446682087652,0,4,0,20,6,2411,480,73838,16061,2138.1666666666665,0.6281619823189073,5,57777,0.199923,0.1974959764384783,237.88299637288844,0.2861717965731803,51.0,0
170,29,75095,590,0,0,6,11657,120,1,1,3,182,0.445935977119576,3,0,0.5825699687710878,0,0,1,15,9,1570,510,61242,19771,6257.916666666667,0.8958779572566345,7,41471,0.271657,0.3259884,329.8993646775571,0.0818002846545134,66.0,0
171,30,50657,591,0,3,4,20536,48,1,2,0,638,0.3076862262550148,7,2,0.0611514659954466,0,0,0,27,14,20114,475,124093,16677,4221.416666666667,0.6961833476119678,11,107416,0.220036,0.1959136080494626,620.4555409479389,0.2981121363557902,46.0,0
172,39,48707,582,0,1,17,9741,36,1,0,1,558,0.0522357238300751,1,0,0.2514780656533204,0,3,0,30,17,2817,337,118511,49436,4058.9166666666665,0.8151823308796098,13,69075,0.203741,0.2444892,384.46701682767775,0.2321966904537773,50.0,0
173,44,99138,524,0,3,19,23007,48,2,4,3,472,0.2540217479680924,2,2,0.2485996001451692,0,0,0,25,24,2596,152,10777,42553,8261.5,0.7571087604821021,6,1156,0.256007,0.2443425028249835,755.6043743495422,0.1485934000302054,40.8,1
174,43,48280,581,0,0,20,40424,36,1,4,3,340,0.2456170925788514,0,1,0.236268128684344,0,3,0,28,12,3207,4229,102225,18198,4023.3333333333335,0.7211819879579198,2,84027,0.234924,0.1903172372386648,1482.4314109198974,0.4529655536669173,51.0,0
175,49,88064,568,0,1,27,24156,120,1,0,1,382,0.4188561574560084,2,0,0.1095899033439234,0,4,0,28,17,7110,252,161014,25181,7338.666666666667,0.7183138858213195,4,135833,0.295156,0.2599071122999699,566.4924363690118,0.1292458806825506,36.8,1
176,40,177855,625,0,4,18,17289,60,1,0,0,280,0.0381954413523817,3,0,0.4362052170220401,0,2,0,24,26,3966,947,100795,5297,14821.25,0.4376470065062385,5,95498,0.209789,0.2317025527049952,489.0777211980991,0.0518902063724786,38.400000000000006,1
177,57,55440,614,0,1,35,31937,12,3,2,2,497,0.1472038203843839,3,2,0.3286043803976798,0,0,0,25,14,958,1312,32453,11335,4620.0,0.9196059262663318,4,21118,0.189937,0.1855233268684352,2936.3855222944208,0.7431570394576669,50.0,0
178,36,44377,558,0,3,13,11938,36,1,3,3,215,0.4871413459689579,1,1,0.172368674875069,0,1,0,23,19,2782,1457,59951,7527,3698.0833333333335,0.8448341979999824,2,52424,0.217938,0.2104055154034537,450.01354973535626,0.1798265452109037,40.0,1
179,72,115677,511,0,1,51,27962,24,1,1,2,364,0.1067163362071237,6,0,0.4827722727825871,0,1,0,26,6,1314,3522,89023,36001,9639.75,0.621282685530762,5,53022,0.247462,0.281752414333143,1537.2902256069656,0.1972343915150253,54.0,0
180,47,163133,654,0,4,27,13145,36,2,5,0,210,0.1247277421292372,2,1,0.1071683365164474,0,2,0,27,6,687,411,85222,23228,13594.416666666666,0.8641471562710866,8,61994,0.171145,0.1960728807168578,485.8890017679324,0.0511893241785242,32.800000000000004,1
181,29,51989,517,0,1,5,26850,72,1,3,0,351,0.1694921328730161,5,0,0.486149060748954,0,0,0,22,3,1462,391,54547,10095,4332.416666666667,0.837484158288577,6,44452,0.28335,0.308280968179741,822.1477906476991,0.2707836943925136,58.0,0
182,27,28941,612,0,0,3,15007,60,2,0,0,112,0.126320772975842,1,1,0.5284547949288323,0,2,0,23,8,1934,2041,133058,88914,2411.75,0.720013118653687,6,44144,0.214007,0.1881368566838582,387.7529908928042,0.2072159182721278,57.0,0
183,45,117455,652,2,2,21,19372,48,0,3,2,697,0.24441493145149,2,0,0.6809138064677995,0,0,1,26,6,3583,11199,288436,9076,9787.916666666666,0.7402011020414656,3,279360,0.188372,0.1858106205731819,574.9512772267276,0.1299511755712462,44.8,1
184,37,68157,565,0,1,14,15091,36,1,2,0,394,0.2163111726654191,1,1,0.0854081281215183,0,2,0,28,27,4080,422,12695,66526,5679.75,0.7484423617468884,3,3047,0.2175909999999999,0.2315036535692716,585.3517618414047,0.1724286741214674,40.0,1
185,48,117456,579,0,4,24,17310,36,1,5,0,451,0.2410743506482596,2,0,0.1182265399768881,0,3,0,18,24,1689,949,31979,20558,9788.0,0.7982180239988403,5,11421,0.21281,0.2188964065763324,660.0888871772578,0.1135154155268959,39.2,1
186,45,84230,579,0,1,21,61376,72,1,0,3,565,0.3140071582874062,3,0,0.0933659074560961,0,3,1,34,7,922,542,29842,14843,7019.166666666667,0.894826038127962,3,14999,0.286876,0.2939864165511338,1822.717367698761,0.34017106033937,56.0,0
187,39,47910,515,0,3,15,25068,24,1,3,0,447,0.119513307240929,4,0,0.0213720313254242,0,2,0,17,10,3131,2447,68899,11745,3992.5,0.830638544989031,2,57154,0.242568,0.2391979956648563,1324.369438268233,0.4436742487835273,48.0,0
188,29,37709,557,0,3,8,27440,60,1,1,2,435,0.4760696725312704,5,1,0.4629774584414892,0,1,1,25,9,1785,543,9716,16781,3142.4166666666665,0.7397602744952096,5,4672,0.25394,0.304728,895.7625781123185,0.4234838085695144,65.0,0
189,21,73625,540,0,1,1,12927,24,2,0,0,182,0.1167416801898883,1,1,0.192876457773361,1,3,0,21,8,1176,1252,159098,20357,6135.416666666667,0.92268772470023,7,138741,0.2179269999999999,0.2086074203960138,663.3784315790815,0.1377866374050795,58.0,0
190,34,19757,592,0,0,12,17292,120,1,4,3,385,0.3805188753690838,1,2,0.1810785285637999,0,2,0,28,9,3053,1330,44477,106504,1646.4166666666667,0.85013640411129,5,2757,0.276292,0.254743574662713,399.1784068142738,0.4762940163876745,53.0,0
191,50,111020,498,0,0,28,23552,12,1,4,3,496,0.2366543880261757,1,2,0.4521291285619364,0,4,0,23,24,2429,1167,43095,13083,9251.666666666666,0.9291366372969364,2,30012,0.239552,0.2426045555361136,2230.0372998322887,0.2946536443702708,44.0,1
